"DATE","county","max_prcp","min_prcp","mean_prcp"
"2022-11-13","Hendry County",0.04,0,0.00714285714285714
"2022-11-13","Hernando County",0.15,0,0.024
"2022-11-13","Highlands County",0.04,0,0.007
"2022-11-13","Hillsborough County",0.45,0,0.0283333333333333
"2022-11-13","Holmes County",0.03,0,0.015
"2022-11-13","Indian River County",0.33,0,0.0807692307692308
"2022-11-13","Jackson County",0,0,0
"2022-11-13","Jefferson County",0,0,0
"2022-11-13","Lafayette County",0,0,0
"2022-11-13","Lake County",0.01,0,0.000526315789473684
"2022-11-13","Lee County",0.29,0,0.0363636363636364
"2022-11-13","Leon County",0,0,0
"2022-11-13","Levy County",0.03,0,0.00571428571428571
"2022-11-13","Manatee County",0.08,0,0.0158333333333333
"2022-11-13","Marion County",0.02,0,0.00157894736842105
"2022-11-13","Martin County",0.58,0,0.09
"2022-11-13","Miami-Dade County",1.54,0,0.31125
"2022-11-13","Monroe County",0.69,0,0.122727272727273
"2022-11-13","Nassau County",0,0,0
"2022-11-13","Okaloosa County",0,0,0
"2022-11-13","Okeechobee County",0,0,0
"2022-11-13","Orange County",0.24,0,0.0135
"2022-11-13","Osceola County",0.01,0,0.00166666666666667
"2022-11-13","Palm Beach County",1.3,0,0.3175
"2022-11-13","Pasco County",0.01,0,0.000833333333333333
"2022-11-13","Pinellas County",0.9,0,0.100333333333333
"2022-11-13","Polk County",0.18,0,0.025
"2022-11-13","Putnam County",0,0,0
"2022-11-13","Santa Rosa County",0,0,0
"2022-11-13","Sarasota County",0.02,0,0.001
"2022-11-13","Seminole County",0.11,0,0.014
"2022-11-13","St. Johns County",0,0,0
"2022-11-13","St. Lucie County",0.39,0,0.0358333333333333
"2022-11-13","Sumter County",0.01,0,0.002
"2022-11-13","Suwannee County",0.05,0,0.035
"2022-11-13","Taylor County",0.25,0.25,0.25
"2022-11-13","Volusia County",0.06,0,0.002
"2022-11-13","Wakulla County",0,0,0
"2022-11-13","Walton County",0.01,0,0.0025
"2022-11-13","Washington County",0.02,0,0.005
"2022-11-14","Alachua County",0.08,0,0.004
"2022-11-14","Baker County",0,0,0
"2022-11-14","Bay County",0,0,0
"2022-11-14","Brevard County",1.46,0,0.528095238095238
"2022-11-14","Broward County",0.03,0,0.00296296296296296
"2022-11-14","Charlotte County",0.44,0,0.0385714285714286
"2022-11-14","Citrus County",0.03,0,0.00666666666666667
"2022-11-14","Clay County",0,0,0
"2022-11-14","Collier County",0.19,0,0.0146153846153846
"2022-11-14","Columbia County",0.02,0,0.004
"2022-11-14","DeSoto County",0.03,0.03,0.03
"2022-11-14","Dixie County",0,0,0
"2022-11-14","Duval County",0.23,0,0.00958333333333333
"2022-11-14","Escambia County",0,0,0
"2022-11-14","Flagler County",2.74,0,0.213846153846154
"2022-11-14","Franklin County",0,0,0
"2022-11-14","Gadsden County",0,0,0
"2022-11-14","Gilchrist County",0,0,0
"2022-11-14","Glades County",0.27,0,0.1
"2022-11-14","Gulf County",0,0,0
"2022-11-14","Hamilton County",0,0,0
"2022-11-14","Hardee County",0,0,0
"2022-11-14","Hendry County",0.17,0,0.0257142857142857
"2022-11-14","Hernando County",0.23,0,0.0418181818181818
"2022-11-14","Highlands County",0,0,0
"2022-11-14","Hillsborough County",0.86,0,0.139047619047619
"2022-11-14","Holmes County",0,0,0
"2022-11-14","Indian River County",0.72,0,0.226666666666667
"2022-11-14","Jackson County",0,0,0
"2022-11-14","Jefferson County",0,0,0
"2022-11-14","Lafayette County",0,0,0
"2022-11-14","Lake County",0.21,0,0.0255
"2022-11-14","Lee County",0.09,0,0.0145454545454545
"2022-11-14","Leon County",0,0,0
"2022-11-14","Levy County",0.05,0,0.0116666666666667
"2022-11-14","Madison County",0,0,0
"2022-11-14","Manatee County",0.38,0,0.0392307692307692
"2022-11-14","Marion County",0.05,0,0.00526315789473684
"2022-11-14","Martin County",0.96,0,0.338666666666667
"2022-11-14","Miami-Dade County",0.13,0,0.00583333333333333
"2022-11-14","Monroe County",0.05,0,0.00238095238095238
"2022-11-14","Nassau County",0,0,0
"2022-11-14","Okaloosa County",0,0,0
"2022-11-14","Okeechobee County",0.01,0,0.005
"2022-11-14","Orange County",0.33,0,0.0559090909090909
"2022-11-14","Osceola County",0.24,0,0.0385714285714286
"2022-11-14","Palm Beach County",0.75,0,0.0576923076923077
"2022-11-14","Pasco County",0.24,0,0.0558333333333333
"2022-11-14","Pinellas County",0.32,0,0.0824137931034483
"2022-11-14","Polk County",0.17,0,0.0247368421052632
"2022-11-14","Putnam County",0,0,0
"2022-11-14","Santa Rosa County",0,0,0
"2022-11-14","Sarasota County",0.02,0,0.00421052631578947
"2022-11-14","Seminole County",0.34,0,0.08125
"2022-11-14","St. Johns County",0,0,0
"2022-11-14","St. Lucie County",0.71,0,0.227857142857143
"2022-11-14","Sumter County",0,0,0
"2022-11-14","Suwannee County",0.03,0,0.0075
"2022-11-14","Taylor County",0,0,0
"2022-11-14","Volusia County",0.36,0,0.062258064516129
"2022-11-14","Wakulla County",0,0,0
"2022-11-14","Walton County",0,0,0
"2022-11-14","Washington County",0,0,0
"2022-11-15","Alachua County",0.02,0,0.00125
"2022-11-15","Baker County",0,0,0
"2022-11-15","Bay County",0.19,0,0.0707692307692308
"2022-11-15","Brevard County",0.84,0,0.0369767441860465
"2022-11-15","Broward County",0.05,0,0.00178571428571429
"2022-11-15","Charlotte County",0,0,0
"2022-11-15","Citrus County",0,0,0
"2022-11-15","Clay County",0,0,0
"2022-11-15","Collier County",0,0,0
"2022-11-15","Columbia County",0.01,0,0.002
"2022-11-15","DeSoto County",0,0,0
"2022-11-15","Dixie County",0.02,0,0.01
"2022-11-15","Duval County",0,0,0
"2022-11-15","Escambia County",0.76,0.34,0.491875
"2022-11-15","Flagler County",0.12,0,0.0133333333333333
"2022-11-15","Franklin County",0.12,0,0.06
"2022-11-15","Gadsden County",0.05,0,0.0328571428571429
"2022-11-15","Gilchrist County",0,0,0
"2022-11-15","Glades County",0.2,0,0.05
"2022-11-15","Gulf County",0.05,0.05,0.05
"2022-11-15","Hamilton County",0.02,0,0.01
"2022-11-15","Hardee County",0,0,0
