"fips_code","county","date","total_outage","prev_outage"
12041,"Gilchrist",2020-11-14,0,18.75
12041,"Gilchrist",2020-11-15,25.75,0
12041,"Gilchrist",2020-11-16,0,25.75
12041,"Gilchrist",2020-11-17,1.25,0
12041,"Gilchrist",2020-11-18,11.5,1.25
12041,"Gilchrist",2020-11-19,0,11.5
12041,"Gilchrist",2020-11-20,31.25,0
12041,"Gilchrist",2020-11-21,1.5,31.25
12041,"Gilchrist",2020-11-22,20,1.5
12041,"Gilchrist",2020-11-23,1,20
12043,"Glades",2020-11-05,209.5,NA
12043,"Glades",2020-11-06,15,209.5
12043,"Glades",2020-11-07,5.5,15
12043,"Glades",2020-11-08,0,5.5
12043,"Glades",2020-11-09,364,0
12043,"Glades",2020-11-10,0,364
12043,"Glades",2020-11-11,0.5,0
12043,"Glades",2020-11-13,2.25,0.5
12043,"Glades",2020-11-14,0.75,2.25
12043,"Glades",2020-11-15,3.25,0.75
12043,"Glades",2020-11-16,0,3.25
12043,"Glades",2020-11-17,0,0
12043,"Glades",2020-11-18,0,0
12043,"Glades",2020-11-19,0.25,0
12043,"Glades",2020-11-20,32.5,0.25
12043,"Glades",2020-11-21,563.5,32.5
12043,"Glades",2020-11-22,51.25,563.5
12043,"Glades",2020-11-23,32.75,51.25
12045,"Gulf",2020-11-05,67.5,NA
12045,"Gulf",2020-11-06,1,67.5
12045,"Gulf",2020-11-07,0,1
12045,"Gulf",2020-11-08,4.25,0
12045,"Gulf",2020-11-09,2.5,4.25
12045,"Gulf",2020-11-10,3.5,2.5
12045,"Gulf",2020-11-11,3,3.5
12045,"Gulf",2020-11-13,48,3
12045,"Gulf",2020-11-14,4.25,48
12045,"Gulf",2020-11-15,311,4.25
12045,"Gulf",2020-11-16,586.75,311
12045,"Gulf",2020-11-17,1.5,586.75
12045,"Gulf",2020-11-18,1.5,1.5
12045,"Gulf",2020-11-19,0,1.5
12045,"Gulf",2020-11-20,1.25,0
12045,"Gulf",2020-11-21,1.75,1.25
12045,"Gulf",2020-11-22,0,1.75
12045,"Gulf",2020-11-23,44.25,0
12047,"Hamilton",2020-11-05,1,NA
12047,"Hamilton",2020-11-06,2.75,1
12047,"Hamilton",2020-11-07,0,2.75
12047,"Hamilton",2020-11-08,0,0
12047,"Hamilton",2020-11-09,57,0
12047,"Hamilton",2020-11-10,441.5,57
12047,"Hamilton",2020-11-11,0,441.5
12047,"Hamilton",2020-11-12,4,0
12047,"Hamilton",2020-11-13,0,4
12047,"Hamilton",2020-11-14,1.5,0
12047,"Hamilton",2020-11-15,0.5,1.5
12047,"Hamilton",2020-11-16,9.25,0.5
12047,"Hamilton",2020-11-17,0,9.25
12047,"Hamilton",2020-11-18,9.75,0
12047,"Hamilton",2020-11-19,6.75,9.75
12047,"Hamilton",2020-11-20,0,6.75
12047,"Hamilton",2020-11-21,1.5,0
12047,"Hamilton",2020-11-22,55,1.5
12047,"Hamilton",2020-11-23,92.5,55
12049,"Hardee",2020-11-05,11.25,NA
12049,"Hardee",2020-11-06,1,11.25
12049,"Hardee",2020-11-07,3,1
12049,"Hardee",2020-11-08,2.25,3
12049,"Hardee",2020-11-09,8.75,2.25
12049,"Hardee",2020-11-10,1,8.75
12049,"Hardee",2020-11-11,208.25,1
12049,"Hardee",2020-11-12,111,208.25
12049,"Hardee",2020-11-13,26.25,111
12049,"Hardee",2020-11-14,0,26.25
12049,"Hardee",2020-11-15,1.75,0
12049,"Hardee",2020-11-16,35.75,1.75
12049,"Hardee",2020-11-17,55.25,35.75
12049,"Hardee",2020-11-18,41,55.25
12049,"Hardee",2020-11-19,40.75,41
12049,"Hardee",2020-11-20,1.5,40.75
12049,"Hardee",2020-11-21,5.5,1.5
12049,"Hardee",2020-11-22,11,5.5
12049,"Hardee",2020-11-23,15.25,11
12051,"Hendry",2020-11-05,1.5,NA
12051,"Hendry",2020-11-06,1.25,1.5
12051,"Hendry",2020-11-07,9,1.25
12051,"Hendry",2020-11-08,125.5,9
12051,"Hendry",2020-11-09,2538.5,125.5
12051,"Hendry",2020-11-10,37.25,2538.5
12051,"Hendry",2020-11-11,17,37.25
12051,"Hendry",2020-11-12,3,17
12051,"Hendry",2020-11-13,3.25,3
12051,"Hendry",2020-11-14,0,3.25
12051,"Hendry",2020-11-16,8,0
12051,"Hendry",2020-11-17,2.5,8
12051,"Hendry",2020-11-18,9.5,2.5
12051,"Hendry",2020-11-19,2.75,9.5
12051,"Hendry",2020-11-20,0.5,2.75
12051,"Hendry",2020-11-21,0,0.5
12051,"Hendry",2020-11-22,4.75,0
12051,"Hendry",2020-11-23,7.75,4.75
12053,"Hernando",2020-11-05,7,NA
12053,"Hernando",2020-11-06,172.75,7
12053,"Hernando",2020-11-07,118,172.75
12053,"Hernando",2020-11-08,131,118
12053,"Hernando",2020-11-09,856.5,131
12053,"Hernando",2020-11-10,480.75,856.5
12053,"Hernando",2020-11-11,580.25,480.75
12053,"Hernando",2020-11-12,10884,580.25
